No,Tutupan Lahan,Curah Hujan,Kerapatan Sungai,Jarak dari Sungai,Ketinggian Lahan,Kemiringan Lereng,Jenis Tanah,Kelas Bahaya Banjir,Desa/Kelurahan,Luas Km²
644,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.002354
645,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.010501
646,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.000057
647,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.003025
648,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.007141
649,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.000134
650,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.000035
651,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Tinggi,Caturtunggal,0.023336
652,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Tinggi,Maguwoharjo,0.005787
653,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Tinggi,Condongcatur,0.013387
654,Danau/Waduk/Embung,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.000236
655,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.001222
656,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.008263
657,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.000058
658,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.024063
659,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.003762
660,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.018056
661,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.00142
662,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.004138
663,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.000246
664,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.06487
665,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.036722
666,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.046534
667,Danau/Waduk/Embung,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.00078
668,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.004913
669,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.007635
670,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.000141
671,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.001659
672,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.014126
673,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.000002
674,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.003164
675,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.059661
676,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.009397
677,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Caturtunggal,0.003907
678,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Maguwoharjo,0.006861
679,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Rendah,Condongcatur,0.002108
680,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Caturtunggal,0.198837
681,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Maguwoharjo,0.199427
682,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,15 - 25 %,Regosol,Sedang,Condongcatur,0.200094
683,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,50 - 100 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.000008
684,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,50 - 100 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.001073
685,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,50 - 100 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.000138
686,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.0031
687,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.007317
688,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.00009
689,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.000398
690,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.001773
691,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Tinggi,Caturtunggal,0.010295
692,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Tinggi,Maguwoharjo,0.001365
693,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Tinggi,Condongcatur,0.005672
694,Danau/Waduk/Embung,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.000202
695,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.000946
696,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.001651
697,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.012488
698,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.000044
699,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.009945
700,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.000157
701,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.00475
702,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.019145
703,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.011969
704,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.013363
705,Danau/Waduk/Embung,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.000524
706,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.000293
707,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.002644
708,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.000095
709,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.000513
710,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.011247
711,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.001772
712,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.0247
713,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.001077
714,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Caturtunggal,0.000116
715,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Maguwoharjo,0.00085
716,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Rendah,Condongcatur,0.000031
717,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Caturtunggal,0.071567
718,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Maguwoharjo,0.063976
719,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m, 25 - 45 %,Regosol,Sedang,Condongcatur,0.039788
720,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.000012
721,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0
722,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.000209
723,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",0 - 25 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.000339
724,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.000725
725,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.005449
726,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.000871
727,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.000304
728,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",25 - 100 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.001127
729,Tegalan/Ladang,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.000245
730,Perkebunan/Kebun,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.002655
731,Sawah,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.001434
732,Semak Belukar,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Rendah,Maguwoharjo,0.000005
733,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Caturtunggal,0.004823
734,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Maguwoharjo,0.007275
735,Permukiman,2000 - 2500 mm/tahun,"1,44 - 2,27 km/km²",100 - 250 m,100 - 200 m,>45%,Regosol,Sedang,Condongcatur,0.002198
736,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.005665
737,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.000679
738,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.035692
739,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.005767
740,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Caturtunggal,0.006654
741,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Maguwoharjo,0.021905
742,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Condongcatur,0.001585
743,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.000362
744,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.000314
745,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Caturtunggal,0.022275
746,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Maguwoharjo,0.014508
747,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Condongcatur,0.0277
748,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.004137
749,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.005359
750,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.001776
751,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.031074
752,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.002161
753,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.007025
754,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.100582
755,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.007549
756,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.000734
757,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.000076
758,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.003023
759,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Caturtunggal,0.098071
760,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Maguwoharjo,0.149737
761,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Condongcatur,0.138557
762,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.001477
763,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.002047
764,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.000618
765,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.001237
766,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.012532
767,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.000095
768,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.002035
769,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.048736
770,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.003409
771,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Caturtunggal,0.000655
772,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Maguwoharjo,0.001137
773,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Sedang,Condongcatur,0.000628
774,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Caturtunggal,0.09006
775,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Maguwoharjo,0.197117
776,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",100 - 250 m,100 - 200 m,0 - 8 %,Regosol,Tinggi,Condongcatur,0.141834
777,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.000163
778,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.006326
779,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.000402
780,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.061204
781,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.007361
782,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.007049
783,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.042427
784,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.002457
785,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.000007
786,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.000712
787,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.000488
788,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Caturtunggal,0.043212
789,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Maguwoharjo,0.019396
790,Permukiman,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",0 - 25 m,100 - 200 m,8 - 15 %,Regosol,Tinggi,Condongcatur,0.054344
791,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.002798
792,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.012529
793,Tegalan/Ladang,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.003123
794,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.00002
795,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.070229
796,Perkebunan/Kebun,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.004853
797,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.010225
798,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Maguwoharjo,0.133293
799,Sawah,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Condongcatur,0.009654
800,Semak Belukar,2000 - 2500 mm/tahun,"2,27 - 3,10 km/km²",25 - 100 m,100 - 200 m,8 - 15 %,Regosol,Sedang,Caturtunggal,0.001023
